1501,195
1491,181
1478,159
1475,127
1484,114
1497,95
1523,93
1537,87
1567,90
1581,90
1600,92
1616,96
1634,89
1661,94
1684,97
1695,91
1728,94
1739,108
1747,124
1757,139
1782,136
1802,144
1822,153
1843,166
1846,186
1842,216
1842,223
1832,231
1853,261
1861,288
1871,306
1864,321
1859,340
1853,357
1847,373
1829,383
1819,387
1799,396
1795,403
1785,405
1777,404
1759,395
1736,394
1726,401
1707,411
1694,405
1672,395
1649,388
1637,385
1618,373
1608,374
1596,373
1576,361
1554,350
1541,343
1533,331
1512,327
1500,319
1499,302
1474,292
1463,284
1449,273
1451,259
1461,245
1472,231
1480,217
1487,205
1501,195
