1164,873.63
1141,865.63
1118,862.63
1102,860.63
1088,864.63
1074,860.63
1071,856.63
1056,861.63
1045,872.63
1036,875.63
1019,868.63
1007,864.63
997,853.63
984,841.63
983,828.63
983,816.63
992,810.63
994,795.63
988,782.63
991,771.63
990,757.63
999,746.63
1000,715.63
1011,683.63
1024,657.63
1035,628.63
1049,597.63
1054,581.63
1056,551.63
1057,541.63
1081,533.63
1105,530.63
1111,514.63
1150,509.62
1167,512.63
1174,525.63
1177,530.63
1191,521.63
1213,521.63
1228,527.63
1244,540.63
1262,553.63
1278,564.63
1301,580.63
1315,591.63
1337,596.63
1351,611.63
1362,647.63
1371,675.63
1376,691.63
1362,703.63
1355,712.63
1348,722.63
1349,744.63
1341,754.63
1337,768.63
1332,780.63
1337,795.63
1327,801.63
1314,812.63
1313,824.63
1309,837.63
1300,857.63
1285,880.63
1253,890.63
1213,889.63
1185,879.63
1164,873.63
